WGS84 UTM 44N
-0.5825416709994897 -3.152575235348195 374.4
10.142936760210432 26.627560809720308 374.9
22.662644053110853 -8.571742914617062 374.8
-31.751484752749093 -12.548400514759123 374.4
-3.720756743568927 -43.521107068285346 375.0
9.385605580522679 -31.52985249320045 374.8
23.00567218917422 1.1073045721277595 374.8
45.0962223270908 -7.226428433787078 374.6
9.945407659746706 56.408281460404396 374.7
7.674909437075257 -32.653785968665034 374.8
-15.843443168676458 21.688726499676704 374.8
29.94291803787928 15.01435995940119 374.3
12.85095831437502 -19.750106514431536 374.9
30.250285211543087 24.607704165857285 374.4
27.31633895728737 -3.6747309449128807 374.4
-33.95139119576197 19.492344620637596 374.7
-29.58377102704253 -29.808768603485078 374.7
23.333349155436736 49.34369636280462 375.0
23.26163706299849 54.727478889748454 374.6
17.632275960349943 -12.858314786106348 374.5
-3.6132522611296736 -33.50090508442372 374.8
23.879672101000324 -31.751256103161722 374.4
21.446323954500258 -31.500879902392626 374.4
-12.405202114430722 15.880446521099657 374.3
-24.382060950621963 -21.550104049500078 374.4
-23.640141389740165 34.81421706080437 374.4
22.503004003083333 -57.9728408716619 374.9
18.714399172342382 34.24946507439017 374.4
17.336111260810867 -32.68551163375378 374.9
-22.888230755284894 43.67635409720242 374.4
30.24118125787936 -7.019209104590118 374.8
9.996272785996553 16.955407626461238 374.7
3.184794821194373 -19.893648331984878 374.6
-16.287497781566344 -7.423042641021311 374.7
9.836676204227842 7.409522557631135 374.9
49.62872987380251 31.94129633391276 374.7
-17.963205128675327 -12.404644043184817 374.3
-9.673725035623647 34.40526306768879 374.4
49.88867266639136 31.467586813960224 374.6
-33.28465511742979 -21.56735547212884 374.3
-46.84450338530587 6.741903728339821 374.7
-4.8907845368376 19.325441263616085 374.8
14.631896602804773 -31.423001631628722 374.3
-2.7687555417069234 34.17557443585247 374.7
-24.183317804709077 19.46854982012883 374.8
-30.35995716578327 -2.817215343005955 374.3
16.18930054595694 15.356155668850988 374.4
23.25594254740281 15.370634774677455 374.3
11.102923849481158 -22.07322115218267 374.5
-15.808998276479542 31.146897037513554 374.6
-3.7160171143477783 -12.509329408872873 374.4
-24.99533554876689 -12.428744619246572 374.4
22.358808731893077 -37.54982943460345 374.8
-3.1329253922449425 4.7398816789500415 375.0
-3.4245122170541435 -14.456799926236272 374.8
-31.231814855418634 -21.530229999218136 374.4
-28.972771331027616 8.73499045195058 374.7
-3.960004398948513 -53.45361681189388 374.7
-14.645704906492028 19.241409755777568 374.8
32.58932814135915 -20.030730058439076 374.9
-8.697266520699486 -6.58736415207386 374.7
-21.819138229009695 -2.878715466707945 374.3
-16.79605839692522 -46.094130353070796 374.7
-19.2749974563485 15.912859024479985 374.4
6.323810610221699 6.2085696454159915 374.4
-13.744613327493425 -31.251965206116438 374.3
22.404298432986252 -27.888779290020466 375.0
25.730579051887617 34.39065836137161 374.4
49.9687198397005 31.15904001193121 374.6
-14.740393855725415 -2.818256251513958 374.4
41.64285137940897 -33.066533326637 374.7
-29.437744140974246 -20.191973843146116 374.9
-41.957283905823715 6.754572016187012 374.7
23.078827022574842 20.386554030701518 375.0
-27.68525643524481 -31.098623907659203 374.4
-6.618362523266114 -31.324332169257104 374.4
-19.095327054616064 25.203202156815678 374.3
39.82436587556731 -7.29914898565039 374.8
2.1073292897781357 24.991265020798892 374.4
10.55339037120575 -6.856068717781454 374.7
-18.67502581118606 -6.474961475469172 374.8
-22.017891630879603 6.3884405442513525 374.4
-16.822088079177774 -52.41492025181651 375.0
22.869660685420968 11.041195785626769 374.8
49.57221123960335 31.800473526120186 375.0
-3.075111440382898 -21.978598800487816 374.4
27.091023749439046 -32.84753519343212 374.7
16.308721652138047 5.969982007984072 374.8
1.1402730750851333 -6.596588158048689 374.8
-15.779812899651006 40.8911945396103 374.7
-25.97118448029505 24.96808121399954 374.4
23.29189907712862 24.714974786154926 374.4
-16.358006928814575 -19.1877548629418 374.8
0.40190139575861394 -31.32776571204886 374.3
-52.44719263294246 -32.0993490065448 374.9
-17.333376716123894 -21.590794725809246 374.3
26.32581228442723 -12.943135577253997 374.4
27.393320447241422 5.964413482230157 374.4
5.119400768191554 19.0281025855802 374.8
-16.367865280539263 -17.10213632369414 374.9
-7.64228669781005 -2.828771169297397 374.3
-10.800281813484617 -12.548196399118751 374.4
-12.748506752948742 6.422870191279799 374.9
9.059965590247884 15.653096415102482 374.4
